,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
919,within a day,0.71,1.0,0.0,0.0,0.0,1.0,1.0,North,40.7671,-74.1641,Entire rental unit,Entire home/apt,6,2 baths,3.0,3.0,144.0,1,365,1,1,365,365,1.0,365.0,1,0,25,55,330,0,0,0,,,,,,,,1,1,1,0,0,
920,within an hour,1.0,0.67,0.0,1.0,1.0,1.0,1.0,South,40.70825,-74.20852,Entire rental unit,Entire home/apt,6,2 baths,2.0,3.0,240.0,3,1125,3,3,1125,1125,3.0,1125.0,1,21,51,79,354,1,1,1,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0,1,1,0,0,1.0
921,within a few hours,0.97,0.27,1.0,0.0,0.0,1.0,1.0,Central,40.75736,-74.18741,Private room in home,Private room,1,1 bath,1.0,1.0,35.0,30,365,30,30,365,365,30.0,365.0,1,1,1,2,277,0,0,0,,,,,,,,0,50,0,50,0,
922,within a few hours,0.97,0.27,1.0,0.0,0.0,1.0,1.0,Central,40.75812,-74.18673,Private room in home,Private room,1,1 shared bath,1.0,1.0,42.0,30,365,30,30,365,365,30.0,365.0,1,2,32,62,337,0,0,0,,,,,,,,0,50,0,50,0,
923,within a few hours,0.97,0.27,1.0,0.0,0.0,1.0,1.0,Central,40.75804,-74.18627,Private room in home,Private room,1,1 bath,1.0,1.0,31.0,30,365,30,30,365,365,30.0,365.0,1,0,18,48,323,0,0,0,,,,,,,,0,50,0,50,0,
924,within an hour,1.0,1.0,0.0,2.0,2.0,1.0,1.0,West,40.74499,-74.19739,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,40.0,2,365,2,2,365,365,2.0,365.0,1,9,39,69,344,1,1,1,5.0,4.0,5.0,5.0,4.0,5.0,5.0,1,1,0,1,0,1.0
925,within an hour,1.0,0.99,1.0,8.0,8.0,1.0,1.0,South,40.714981,-74.214935,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,36.0,1,365,1,1,365,365,1.0,365.0,1,16,46,76,351,1,1,1,5.0,5.0,4.0,5.0,5.0,3.0,5.0,1,8,0,8,0,1.0
926,within an hour,1.0,0.99,1.0,8.0,8.0,1.0,1.0,South,40.71378,-74.21537,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,38.0,1,365,1,1,365,365,1.0,365.0,1,21,51,81,356,4,4,4,3.75,3.75,3.75,4.0,4.0,3.25,4.0,1,8,0,8,0,4.0
927,within an hour,1.0,1.0,0.0,0.0,0.0,1.0,1.0,Central,40.73872,-74.18323,Entire condo,Entire home/apt,4,1 bath,1.0,1.0,75.0,1,1125,1,1,1125,1125,1.0,1125.0,1,1,12,20,73,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,1.0
928,within a day,1.0,,0.0,0.0,0.0,0.0,1.0,South,40.72189,-74.19557,Private room in rental unit,Private room,2,1 bath,1.0,1.0,49.0,1,365,1,1,365,365,1.0,365.0,1,0,0,0,269,0,0,0,,,,,,,,0,3,0,3,0,
929,within a day,1.0,,0.0,0.0,0.0,0.0,1.0,South,40.72162,-74.19618,Private room in rental unit,Private room,2,1 bath,1.0,1.0,40.0,1,365,1,1,365,365,1.0,365.0,1,0,22,52,327,0,0,0,,,,,,,,0,3,0,3,0,
930,within a few hours,0.92,0.94,1.0,0.0,0.0,1.0,1.0,East,40.72262,-74.15696,Entire guesthouse,Entire home/apt,2,1 bath,1.0,1.0,120.0,3,90,3,3,90,90,3.0,90.0,1,0,28,58,333,0,0,0,,,,,,,,0,1,1,0,0,
931,within an hour,1.0,1.0,0.0,0.0,0.0,1.0,1.0,East,40.72232,-74.17238,Entire rental unit,Entire home/apt,3,1 bath,1.0,1.0,83.0,2,1125,2,2,1125,1125,2.0,1125.0,1,6,16,42,317,2,2,2,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1,1,1,0,0,2.0
932,within an hour,0.96,0.96,0.0,0.0,0.0,1.0,1.0,West,40.74194,-74.21359,Entire rental unit,Entire home/apt,6,1 bath,3.0,3.0,141.0,1,365,1,1,365,365,1.0,365.0,1,18,33,63,161,4,4,4,4.75,5.0,5.0,5.0,5.0,4.0,5.0,1,1,1,0,0,4.0
933,,,,0.0,5.0,5.0,1.0,1.0,East,40.73065,-74.16494,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,68.0,5,365,5,5,365,365,5.0,365.0,1,2,32,62,337,0,0,0,,,,,,,,1,5,5,0,0,
934,within an hour,0.96,0.85,0.0,9.0,9.0,1.0,1.0,West,40.76144,-74.18859,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,38.0,1,365,1,1,365,365,1.0,365.0,1,0,0,25,300,0,0,0,,,,,,,,0,4,3,1,0,
935,within an hour,0.85,1.0,0.0,0.0,0.0,0.0,1.0,South,40.71008,-74.20037,Private room in rental unit,Private room,4,1 shared bath,1.0,2.0,60.0,7,1125,7,7,1125,1125,7.0,1125.0,1,3,24,54,329,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,1,0,1.0
936,within an hour,1.0,1.0,0.0,0.0,0.0,1.0,1.0,South,40.71855,-74.21379,Entire vacation home,Entire home/apt,6,2 baths,3.0,3.0,103.0,1,25,1,1,1125,1125,1.0,1125.0,1,3,8,24,104,0,0,0,,,,,,,,1,4,1,2,1,
937,within an hour,0.94,0.99,1.0,10.0,10.0,1.0,1.0,West,40.75007,-74.19088,Entire rental unit,Entire home/apt,3,1 bath,1.0,1.0,137.0,1,365,1,1,365,365,1.0,365.0,1,28,58,88,363,1,1,1,4.0,5.0,4.0,5.0,5.0,5.0,5.0,1,9,2,6,1,1.0
938,,,,0.0,5.0,5.0,1.0,1.0,East,40.73311,-74.16301,Entire rental unit,Entire home/apt,6,1 bath,2.0,3.0,132.0,5,365,5,5,1125,1125,5.0,1125.0,1,15,45,75,350,0,0,0,,,,,,,,1,5,5,0,0,
939,within a few hours,0.97,0.27,1.0,0.0,0.0,1.0,1.0,Central,40.75848,-74.18665,Private room in home,Private room,2,1 bath,1.0,1.0,42.0,29,365,29,29,365,365,29.0,365.0,1,1,31,61,336,0,0,0,,,,,,,,0,50,0,50,0,
940,within an hour,1.0,1.0,0.0,0.0,0.0,1.0,1.0,South,40.71824160007559,-74.20499984174967,Private room in rental unit,Private room,2,2 shared baths,1.0,1.0,95.0,1,17,1,1,1125,1125,1.0,1125.0,1,24,54,84,84,0,0,0,,,,,,,,0,1,0,1,0,
941,a few days or more,0.4,1.0,0.0,1.0,1.0,1.0,1.0,East,40.72715,-74.16139,Entire rental unit,Entire home/apt,5,2 baths,2.0,2.0,127.0,1,7,1,1,1125,1125,1.0,1125.0,1,20,46,76,351,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,0,0,1.0
942,within an hour,0.91,0.59,0.0,0.0,0.0,1.0,0.0,West,40.74252,-74.21887,Entire serviced apartment,Entire home/apt,6,1 bath,3.0,4.0,96.0,1,365,1,1,365,365,1.0,365.0,1,18,48,78,353,0,0,0,,,,,,,,0,1,1,0,0,
943,within an hour,0.83,0.97,0.0,5.0,5.0,1.0,0.0,Central,40.74745,-74.18914,Private room in home,Private room,2,1 shared bath,1.0,1.0,55.0,1,365,1,1,365,365,1.0,365.0,1,30,60,90,365,0,0,0,,,,,,,,1,7,0,7,0,
944,within an hour,0.97,0.99,1.0,1.0,1.0,1.0,1.0,Central,40.72686,-74.17949,Entire rental unit,Entire home/apt,5,1 bath,2.0,3.0,192.0,3,1125,3,3,1125,1125,3.0,1125.0,1,26,56,86,361,0,0,0,,,,,,,,1,7,7,0,0,
945,within an hour,1.0,0.99,0.0,2.0,2.0,1.0,1.0,West,40.75369,-74.22195,Entire rental unit,Entire home/apt,12,2 baths,5.0,9.0,205.0,2,60,2,2,60,60,2.0,60.0,1,10,40,70,160,2,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.11
946,within an hour,1.0,1.0,0.0,79.0,79.0,1.0,1.0,South,40.73137,-74.21697,Entire rental unit,Entire home/apt,3,1 bath,1.0,1.0,1055.0,7,25,7,7,1125,1125,7.0,1125.0,1,24,54,84,359,50,4,0,4.42,4.56,4.4,4.86,4.96,3.98,4.56,1,57,40,17,0,0.75
947,within an hour,1.0,0.91,1.0,1.0,1.0,1.0,1.0,North,40.75958,-74.15636,Entire rental unit,Entire home/apt,8,2 baths,3.0,5.0,289.0,2,365,2,2,1125,1125,2.0,1125.0,1,15,37,67,338,4,4,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,8,8,0,0,4.0
948,within an hour,0.96,1.0,0.0,4.0,4.0,1.0,1.0,North,40.77521,-74.20641,Private room in home,Private room,1,1 shared bath,1.0,1.0,30.0,6,1125,6,6,1125,1125,6.0,1125.0,1,0,27,57,332,15,15,1,4.07,4.53,4.53,4.93,4.47,4.8,4.53,0,4,0,4,0,2.11
949,within an hour,1.0,0.95,1.0,1.0,1.0,1.0,1.0,East,40.69604,-74.10467,Entire home,Entire home/apt,4,1 bath,3.0,3.0,357.0,2,1125,2,2,1125,1125,2.0,1125.0,1,27,57,87,362,8,8,2,4.88,5.0,4.88,5.0,5.0,4.88,4.63,0,2,2,0,0,1.31
950,within an hour,1.0,0.89,1.0,0.0,0.0,1.0,1.0,West,40.76551,-74.23061,Entire rental unit,Entire home/apt,6,1 bath,3.0,3.0,189.0,2,1125,2,3,1125,1125,2.4,1125.0,1,20,50,80,80,32,32,3,4.78,4.88,4.94,4.91,4.94,4.56,4.66,0,1,1,0,0,2.67
951,within a day,0.83,0.38,0.0,0.0,0.0,1.0,1.0,West,40.75948,-74.22714,Entire loft,Entire home/apt,4,2 baths,1.0,1.0,300.0,1,365,1,1,365,365,1.0,365.0,1,30,60,90,365,1,1,0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,0,1,1,0,0,0.11
952,within a few hours,0.87,0.97,1.0,0.0,0.0,1.0,1.0,West,40.755,-74.22053,Private room in home,Private room,5,1 shared bath,2.0,2.0,75.0,2,28,2,2,1125,1125,2.0,1125.0,1,30,60,90,247,3,3,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,7,1,6,0,0.25
953,within an hour,1.0,0.97,1.0,1.0,1.0,1.0,1.0,East,40.67598,-74.11485,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,96.0,2,60,2,2,60,60,2.0,60.0,1,19,49,79,354,17,17,1,4.82,4.94,5.0,5.0,4.94,4.88,4.76,0,1,1,0,0,2.13
954,within a few hours,1.0,0.93,1.0,2.0,2.0,1.0,1.0,East,40.67792,-74.10501,Private room in condo,Private room,2,1 shared bath,1.0,1.0,49.0,4,31,4,4,31,31,4.0,31.0,1,0,25,44,125,35,14,1,4.76,4.94,4.5,4.97,4.97,4.71,4.74,0,1,0,1,0,0.87
955,within an hour,1.0,0.95,1.0,1.0,1.0,1.0,1.0,East,40.69542,-74.1045,Entire guest suite,Entire home/apt,2,1 bath,,1.0,89.0,3,1125,3,3,1125,1125,3.0,1125.0,1,17,45,75,165,64,17,1,4.41,4.63,4.44,4.84,4.9,4.62,4.44,0,2,2,0,0,1.05
956,within a few hours,1.0,0.71,0.0,1.0,1.0,1.0,0.0,East,40.67254,-74.11093,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,60.0,7,1125,7,7,1125,1125,7.0,1125.0,1,27,57,87,362,21,2,0,4.81,4.76,4.76,4.95,4.95,4.67,4.81,0,1,0,1,0,0.28
957,within an hour,1.0,1.0,0.0,2.0,2.0,1.0,1.0,East,40.67454,-74.11135,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,106.0,2,1125,2,2,1125,1125,2.0,1125.0,1,14,18,18,67,200,42,5,4.73,4.76,4.77,4.9,4.89,4.67,4.76,1,1,1,0,0,3.22
958,within an hour,1.0,0.95,1.0,0.0,0.0,1.0,0.0,West,40.71874,-74.2493,Private room in home,Private room,2,1.5 shared baths,1.0,1.0,60.0,1,60,1,1,60,60,1.0,60.0,1,0,25,55,145,13,11,1,5.0,4.85,4.85,4.85,4.92,4.46,4.92,0,1,0,1,0,0.9
959,within an hour,1.0,0.98,1.0,0.0,0.0,1.0,1.0,West,40.75976,-74.22865,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,148.0,1,1125,1,3,1125,1125,1.3,1125.0,1,11,41,71,251,2,2,0,5.0,5.0,5.0,4.5,4.5,5.0,5.0,0,3,3,0,0,0.48
960,within an hour,0.81,0.99,0.0,6.0,6.0,1.0,1.0,East,40.67406,-74.10935,Entire rental unit,Entire home/apt,4,1.5 baths,2.0,2.0,179.0,2,365,1,2,1125,1125,1.4,1125.0,1,20,50,80,355,13,13,1,4.62,4.77,4.54,4.85,4.69,4.69,4.62,1,2,2,0,0,2.91
961,within an hour,1.0,0.95,1.0,2.0,2.0,1.0,1.0,West,40.72735,-74.24672,Entire townhouse,Entire home/apt,4,1 bath,2.0,2.0,124.0,2,1125,2,2,1125,1125,2.0,1125.0,1,15,35,54,229,83,45,4,4.89,4.94,4.87,4.99,4.98,4.73,4.9,0,1,1,0,0,2.44
962,a few days or more,0.33,1.0,0.0,1.0,1.0,0.0,1.0,West,40.76619,-74.2382,Entire rental unit,Entire home/apt,16,1 bath,1.0,1.0,260.0,1,365,1,1,365,365,1.0,365.0,1,30,60,90,365,0,0,0,,,,,,,,1,1,1,0,0,
963,within a day,0.7,0.84,0.0,1.0,1.0,1.0,1.0,West,40.75803,-74.21724,Private room in home,Private room,2,1 shared bath,1.0,1.0,40.0,1,365,1,1,365,365,1.0,365.0,1,0,12,42,317,5,5,0,5.0,5.0,4.8,5.0,5.0,4.8,5.0,0,1,0,1,0,0.67
964,within an hour,1.0,1.0,0.0,0.0,0.0,1.0,1.0,West,40.74038,-74.21099,Private room in home,Private room,2,1 private bath,1.0,1.0,106.0,1,365,1,1,1125,1125,1.0,1125.0,1,30,60,90,365,48,48,4,4.44,4.63,4.6,4.79,4.77,4.08,4.46,1,5,2,3,0,4.19
965,within an hour,1.0,0.94,0.0,0.0,0.0,1.0,1.0,East,40.68253,-74.10446,Entire condo,Entire home/apt,3,1 bath,1.0,2.0,138.0,1,1125,1,1,1125,1125,1.0,1125.0,1,5,5,20,262,12,12,7,4.83,4.92,4.83,5.0,5.0,4.67,4.92,0,1,1,0,0,6.67
966,within an hour,1.0,1.0,0.0,0.0,0.0,1.0,1.0,North,40.77858,-74.1818,Entire rental unit,Entire home/apt,6,2 baths,2.0,2.0,239.0,3,365,3,3,365,365,3.0,365.0,1,26,56,86,361,8,8,3,5.0,5.0,5.0,4.88,5.0,4.88,4.75,0,1,1,0,0,2.82
967,within an hour,0.88,0.97,0.0,5.0,5.0,1.0,1.0,West,40.73743,-74.21197,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,48.0,30,1125,30,30,1125,1125,30.0,1125.0,1,19,49,79,354,31,5,0,4.16,4.19,4.26,4.37,4.03,3.6,4.2,1,5,1,4,0,0.44
968,within an hour,1.0,0.98,0.0,2.0,2.0,1.0,0.0,West,40.7379,-74.21787,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,101.0,1,29,1,1,29,29,1.0,29.0,1,9,35,41,94,168,45,5,4.74,4.81,4.75,4.92,4.95,4.33,4.72,0,2,2,0,0,4.33
969,within a day,1.0,1.0,1.0,0.0,0.0,1.0,1.0,West,40.73192,-74.22298,Private room in home,Private room,2,1 shared bath,1.0,1.0,46.0,1,1125,1,1,1125,1125,1.0,1125.0,1,0,0,0,84,7,7,0,4.86,5.0,4.86,4.86,5.0,4.71,5.0,1,1,0,1,0,0.61
970,within an hour,1.0,0.98,1.0,3.0,3.0,1.0,1.0,West,40.76536,-74.21369,Entire rental unit,Entire home/apt,8,2 baths,2.0,6.0,226.0,1,1125,1,1,1125,1125,1.0,1125.0,1,11,33,61,336,46,46,7,4.85,4.85,4.87,4.87,4.87,4.43,4.72,0,1,1,0,0,6.22
971,within an hour,1.0,1.0,0.0,0.0,0.0,1.0,1.0,North,40.79011,-74.1932,Entire rental unit,Entire home/apt,6,1 bath,2.0,3.0,166.0,2,30,2,2,1125,1125,2.0,1125.0,1,5,25,55,330,13,13,2,4.85,4.85,5.0,4.54,4.62,4.85,4.69,0,1,1,0,0,3.64
972,within an hour,1.0,0.9,0.0,0.0,0.0,1.0,1.0,North,40.77889,-74.18041,Entire rental unit,Entire home/apt,6,2 baths,2.0,2.0,241.0,1,30,1,1,1125,1125,1.0,1125.0,1,0,25,55,145,5,5,5,5.0,5.0,4.8,5.0,5.0,4.2,4.6,1,1,1,0,0,5.0
973,within a day,1.0,0.33,0.0,1.0,1.0,1.0,1.0,North,40.79413,-74.18491,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,80.0,1,1125,1,1,1125,1125,1.0,1125.0,1,12,37,67,342,0,0,0,,,,,,,,0,1,0,1,0,
974,within an hour,1.0,0.85,1.0,1.0,1.0,1.0,1.0,South,40.71547,-74.24555,Entire home,Entire home/apt,2,1 bath,1.0,1.0,139.0,1,24,1,1,1125,1125,1.0,1125.0,1,30,60,90,90,34,27,2,4.79,4.82,4.59,4.91,5.0,4.74,4.71,0,1,1,0,0,2.43
975,within an hour,1.0,1.0,1.0,0.0,0.0,1.0,1.0,West,40.74771,-74.23646,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,191.0,3,21,3,3,1125,1125,3.0,1125.0,1,26,43,49,69,22,9,0,4.73,4.68,4.91,4.77,4.91,4.23,4.68,0,4,4,0,0,1.05
976,within an hour,1.0,1.0,1.0,0.0,0.0,1.0,1.0,East,40.65826,-74.1326,Entire rental unit,Entire home/apt,4,1.5 baths,2.0,3.0,195.0,4,28,3,5,28,28,4.4,28.0,1,19,49,79,354,42,13,2,4.93,4.79,5.0,4.98,4.98,4.74,4.88,0,1,1,0,0,0.75
977,within a few hours,1.0,0.78,0.0,1.0,1.0,1.0,1.0,West,40.73692,-74.22072,Private room in rental unit,Private room,2,1 shared bath,2.0,1.0,38.0,3,1125,3,3,1125,1125,3.0,1125.0,1,0,17,47,47,3,3,0,5.0,5.0,5.0,5.0,5.0,4.67,5.0,0,1,0,1,0,0.51
978,within an hour,1.0,0.9,0.0,1.0,1.0,1.0,1.0,North,40.76287,-74.15146,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,75.0,2,1125,2,2,1125,1125,2.0,1125.0,1,0,0,0,84,16,0,0,4.69,4.56,4.56,4.81,4.69,4.69,4.63,0,1,1,0,0,0.44
979,within an hour,1.0,1.0,0.0,79.0,79.0,1.0,1.0,South,40.7324,-74.21698,Entire rental unit,Entire home/apt,5,1 bath,1.0,3.0,71.0,7,25,7,7,25,25,7.0,25.0,1,30,60,90,365,35,4,3,4.4,4.46,4.29,4.69,4.86,4.11,4.49,0,57,40,17,0,0.57
980,within an hour,0.96,1.0,0.0,4.0,4.0,1.0,1.0,North,40.77497,-74.20707,Private room in home,Private room,1,1 private bath,1.0,1.0,30.0,6,1125,6,6,1125,1125,6.0,1125.0,1,0,1,25,115,31,18,3,4.68,4.77,4.55,4.97,4.9,4.68,4.84,0,4,0,4,0,1.73
981,,,,0.0,0.0,0.0,1.0,1.0,West,40.76195,-74.20684,Private room in home,Private room,1,1.5 shared baths,1.0,1.0,50.0,90,365,90,90,365,365,90.0,365.0,1,0,0,24,299,0,0,0,,,,,,,,0,2,0,2,0,
982,within a few hours,1.0,1.0,0.0,7.0,7.0,1.0,1.0,West,40.763847,-74.224121,Private room in rental unit,Private room,1,1 private bath,1.0,1.0,95.0,1,14,1,3,1125,1125,1.2,1125.0,1,6,36,66,66,0,0,0,,,,,,,,0,1,0,1,0,
983,within an hour,1.0,0.96,0.0,0.0,0.0,1.0,0.0,East,40.694,-74.09872,Entire condo,Entire home/apt,6,3 baths,3.0,4.0,277.0,2,1125,2,2,1125,1125,2.0,1125.0,1,3,12,25,300,21,21,3,4.9,4.9,4.81,5.0,5.0,4.81,4.81,1,1,1,0,0,2.89
984,within an hour,1.0,1.0,0.0,0.0,0.0,1.0,1.0,West,40.762184,-74.207405,Private room in home,Private room,2,1.5 shared baths,1.0,1.0,85.0,1,30,1,1,1125,1125,1.0,1125.0,1,19,46,73,347,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,2,1,1,0,0.42
985,within an hour,0.83,0.97,0.0,5.0,5.0,1.0,0.0,West,40.76036,-74.19778,Private room in home,Private room,2,1 shared bath,1.0,1.0,65.0,1,365,1,1,365,365,1.0,365.0,1,30,60,90,365,2,2,1,4.5,4.0,4.0,3.0,4.0,3.5,4.0,0,7,0,7,0,0.27
986,within an hour,1.0,1.0,0.0,0.0,0.0,1.0,1.0,East,40.67633,-74.11457,Entire rental unit,Entire home/apt,13,2 baths,3.0,9.0,369.0,3,28,2,7,28,28,6.0,28.0,1,9,29,59,149,2,2,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,2,2,0,0,2.0
987,within an hour,1.0,1.0,0.0,6.0,6.0,1.0,1.0,West,40.7345,-74.25247,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,52.0,1,25,1,1,1125,1125,1.0,1125.0,1,21,51,81,356,0,0,0,,,,,,,,1,1,0,1,0,
988,within an hour,1.0,0.91,1.0,1.0,1.0,1.0,1.0,North,40.75969,-74.15653,Entire home,Entire home/apt,16,6 baths,8.0,13.0,935.0,2,1125,2,2,1125,1125,2.0,1125.0,1,13,35,65,332,0,0,0,,,,,,,,1,8,8,0,0,
989,within an hour,1.0,1.0,0.0,79.0,79.0,1.0,1.0,South,40.73278,-74.21571,Private room in rental unit,Private room,3,1 shared bath,1.0,2.0,611.0,7,25,7,7,1125,1125,7.0,1125.0,1,18,48,78,353,39,4,0,4.72,4.69,4.56,4.74,4.92,4.26,4.79,0,57,40,17,0,0.49
990,within an hour,1.0,1.0,0.0,1.0,1.0,1.0,1.0,East,40.68686,-74.1059,Entire rental unit,Entire home/apt,5,1 bath,,4.0,108.0,2,1125,2,2,1125,1125,2.0,1125.0,1,9,39,66,156,177,38,2,4.75,4.8,4.91,4.81,4.84,4.66,4.76,1,1,1,0,0,3.86
991,a few days or more,0.0,0.0,0.0,1.0,1.0,1.0,0.0,West,40.75679,-74.22041,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,65.0,2,7,2,2,7,7,2.0,7.0,1,30,60,90,180,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,1,0,0.03
992,within an hour,1.0,0.93,0.0,2.0,2.0,0.0,1.0,West,40.76014,-74.22547,Entire home,Entire home/apt,6,2 baths,2.0,2.0,431.0,1,1125,1,1,1125,1125,1.0,1125.0,1,29,59,89,364,9,9,1,5.0,5.0,4.78,4.67,4.89,4.89,4.89,1,3,3,0,0,0.85
993,within an hour,1.0,1.0,0.0,3.0,3.0,1.0,1.0,East,40.65831,-74.13121,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,115.0,8,1125,8,8,1125,1125,8.0,1125.0,1,0,0,13,193,29,13,1,4.48,4.79,4.59,4.83,4.55,4.76,4.62,1,3,3,0,0,0.96
994,within an hour,0.83,0.97,0.0,5.0,5.0,1.0,0.0,West,40.76099,-74.19637,Private room in home,Private room,2,1 shared bath,1.0,1.0,61.0,1,365,1,1,365,365,1.0,365.0,1,30,60,90,365,4,4,0,3.75,4.75,3.5,3.75,4.0,4.75,3.5,0,7,0,7,0,0.6
995,within a day,1.0,0.71,0.0,0.0,0.0,1.0,0.0,West,40.73678,-74.26424,Entire guest suite,Entire home/apt,2,1 bath,1.0,2.0,51.0,2,7,2,2,7,7,2.0,7.0,1,15,29,59,225,10,0,0,4.8,4.8,4.7,5.0,5.0,4.8,4.8,0,1,1,0,0,0.29
996,within a few hours,1.0,0.92,0.0,4.0,4.0,1.0,1.0,North,40.76269,-74.1493,Private room in rental unit,Private room,1,1.5 shared baths,1.0,1.0,39.0,6,60,6,6,60,60,6.0,60.0,1,24,54,84,84,14,12,0,4.71,4.86,4.43,4.5,4.79,4.71,4.5,0,1,0,1,0,0.35
997,within an hour,1.0,0.92,1.0,2.0,2.0,1.0,1.0,West,40.74311,-74.25043,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,123.0,2,1125,2,2,1125,1125,2.0,1125.0,1,3,7,19,273,301,50,5,4.84,4.9,4.86,4.95,4.97,4.9,4.84,0,1,1,0,0,2.88
998,within an hour,1.0,0.94,0.0,1.0,1.0,1.0,0.0,West,40.7612,-74.24588,Entire home,Entire home/apt,3,1 bath,1.0,1.0,108.0,1,365,1,1,365,365,1.0,365.0,1,24,54,84,359,38,38,3,4.42,4.68,4.68,4.84,4.84,4.61,4.58,0,1,1,0,0,3.3
999,within a day,0.9,0.44,0.0,0.0,0.0,1.0,1.0,Central,40.74054,-74.15559,Entire rental unit,Entire home/apt,5,1 bath,1.0,2.0,98.0,1,15,1,1,15,15,1.0,15.0,1,10,15,15,15,2,2,0,4.5,5.0,4.0,5.0,5.0,5.0,5.0,0,1,1,0,0,1.18
1000,within an hour,1.0,0.93,0.0,0.0,0.0,1.0,0.0,East,40.67342,-74.1114,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,93.0,1,365,1,1,1125,1125,1.0,1125.0,1,0,0,4,256,7,7,1,4.86,5.0,4.86,4.86,5.0,5.0,4.86,0,1,1,0,0,1.81
1001,within an hour,1.0,0.98,1.0,8.0,8.0,1.0,1.0,West,40.76202,-74.21974,Private room in home,Private room,2,1 shared bath,1.0,1.0,38.0,7,28,7,7,1125,1125,7.0,1125.0,1,0,19,49,324,37,1,0,4.95,4.84,4.89,4.97,4.97,4.7,4.81,0,9,0,9,0,0.88
1002,within an hour,1.0,1.0,0.0,3.0,3.0,1.0,1.0,North,40.78369,-74.18129,Entire home,Entire home/apt,2,1 bath,1.0,,100.0,3,1125,3,3,1125,1125,3.0,1125.0,1,1,8,38,313,13,13,1,4.92,5.0,4.92,5.0,5.0,5.0,4.85,1,3,3,0,0,1.38
1003,within an hour,1.0,1.0,0.0,3.0,3.0,1.0,1.0,North,40.78506,-74.18047,Entire rental unit,Entire home/apt,2,1 bath,2.0,1.0,65.0,30,1125,30,30,1125,1125,30.0,1125.0,1,8,8,37,312,3,2,0,5.0,4.67,4.67,5.0,5.0,5.0,5.0,1,3,3,0,0,0.12
1004,within a few hours,1.0,0.77,1.0,1.0,1.0,1.0,1.0,East,40.6967,-74.10248,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,200.0,2,14,2,2,14,14,2.0,14.0,1,9,39,69,344,21,21,2,4.95,5.0,4.95,5.0,5.0,4.67,4.86,0,1,1,0,0,1.76
1005,within an hour,1.0,0.98,1.0,8.0,8.0,1.0,1.0,West,40.76142,-74.21881,Private room in home,Private room,2,1 shared bath,1.0,1.0,38.0,5,28,5,5,1125,1125,5.0,1125.0,1,10,40,70,345,29,9,0,4.83,4.9,4.93,4.86,4.86,4.79,4.93,0,9,0,9,0,0.68
